id,name_si
1121,කොස්දෙනිය
1122,කොස්ගල
1123,කොටගල
1124,කොළඹ 13
1125,කොටවෙහෙර
1126,කුඩාගල්ගමුව
1127,කුඩාකට්නෝරුව
1128,කුලියාපිටිය
1129,කුමාරගම
1130,කුඹුක්ගැට
1131,කුඹුක්වැව
1132,කුරටිහේන
1133,කුරුණෑගල
1134,ඉබ්බාගමුව
1135,ඉහළ කඩිගමුව
1136,ලිහිරියාගම
1137,ඉල්ලගොල්ල
1138,ඉලුක්හේන
1139,ලෝනහෙට්ටිය
1140,මඩහපොල
1141,මඩකුඹුරුමුල්ල
1142,මඩලගම
1143,මඩවල උල්පොත
1144,මදුරගොඩ
1145,මාඑලිය
1146,මගුලාගම
1147,මහ අඹගස්වැව
1148,මහගල්කඩවල
1149,මහගිරිල්ල
1150,මහාමුකලන්යාය
1151,මහනන්නේරිය
1152,මහපල්ලේගම
1153,මහරච්චිමුල්ල
1154,මහතලාකොළවැව
1155,මහවැව
1156,මහව
1157,මකුලෑව
1158,මකුල්පොත
1159,මකුල්වැව
1160,මලගනේ
1161,මණ්ඩපොල
1162,මාස්පොත
1163,මාවතගම
1164,මැදිරිගිරිය
1165,මැදිවාව
1166,මීගලෑව
1167,මීගස්වැව
1168,මීවැල්ලව
1169,මැල්සිරිපුර
1170,මැටිකුඹුර
1171,මැටියගනේ
1172,මින්හෙට්ටිය
1173,මිනුවන්ගැටේ
1174,මිරිහානගම
1175,මොන්නේකුලම
1176,මොරගනේ ය
1177,මොරගොල්ලාගම
1178,මොරටිහ
1179,මුණමල්දෙණිය
1180,මුරුතැන්ගේ
1181,මුතුගල
1182,නබදේව
1183,නාගොල්ලාගම
1184,නාගොල්ලාගොඩ
1185,නක්කාවත්ත
1186,නාරම්මල
1187,නවසේනපුර
1188,නවතල්වත්ත
1189,නෙල්ලිය
1190,නිකවැරටිය
1191,නුගගොල්ල
1192,නුගවෙල
1193,පාදෙණිය
1194,පඩිවෙල
1195,පහළගිරිබාව
1196,පහමුනේ
1197,පලාගල
1198,පලාපත්වල
1199,පලවිය
1200,පල්ලෙවෙල
1201,පලුකඩවල
1202,පානදරගම
1203,පනාගමුව
1204,පැනලිය
1205,පනාපිටිය
1206,පන්ලියද්ද
1207,පන්සියගම
1208,පරපේ
1209,පතනේවත්ත
1210,පට්ටිය වත්ත
1211,පෙරකනත්ත
1212,පෙරියකඩ්නෙළුව
1213,පිහිඹිය රත්මලේ
1214,පිහිඹුව
1215,පිලැස්ස
1216,පොල්ගහවෙල
1217,පොල්ගොල්ල
1218,පොල්පිතිගම
1219,පොතුහැර
1220,පොතුපිටිය
1221,පූජාපිටිය
1222,රක්වාන
1223,රනෝරාව
1224,රතුකොහොඩිගල
1225,රිදිබැඳිඇල්ල
1226,රිදීගම
1227,සාලිය අසෝකපුර
1228,සඳලංකාව
1229,සෙවණපිටිය
1230,සිරම්බිඅඩිය
1231,සිරිසෙතගම
1232,සියඹලන්ගමුව
1233,සියඹලාවැව
1234,සෝලේපුර
1235,සෝලේවැව
1236,සුනන්දපුර
1237,තලවත්තේගෙදර
1238,තඹුට්ටා
1239,තැන්නේපංගුව
1240,තලහිටිමුල්ල
1241,තලකොළවැව
1242,තල්විට
1243,තරණ උඩවෙල
1244,තිඹිරියාව
1245,තිසෝගම
1246,තෝරයාය
1247,තුල්හිරිය
1248,තුන්තොට
1249,තුත්තිරිපිටිගම
1250,උඩගල්දෙණිය
1251,උඩහිඟුල්වල
1252,උඩවත්ත
1253,උඩුබද්දාව
1254,උඩුමුල්ල
1255,උහුමිය
1256,උල්පොත පල්ලෙකැලේ
1257,උල්පොතාගම
1258,උස්ගල සියබ්මලන්ගමුව
1259,විජිතපුර
1260,වදාකඩ
1261,වඩුමුන්නේගෙදර
1262,වලකුඹුරුමුල්ල
1263,වන්නිගම
1264,වන්නිකුඩාවැව
1265,වන්නිල්හලගම
1266,වන්නිරස්නායකපුර
1267,වරාවැව
1268,වාරියපොළ
1269,වටරැක
1270,වත්තේගම
1271,වටුවත්ත
1272,වීරපොකුණ
1273,වැලව හන්දිය
1274,වැලිපැන්නගහමුල්ල
1275,වැල්ලගල
1276,වැල්ලරාව
1277,වැල්ලව
1278,වැල්පල්ල
1279,වෙන්නෝරුව
1280,වෑඋඩ
1281,වැවගම
1282,විල්ගමුව
1283,යක්විල
1284,යටිගල්ඔළුව
1285,මන්නාරම
1286,පුදුකුඩිඉරිප්පු
1287,අකුරම්බොඩ
1288,අලවතුවල
1289,අල්වත්ත
1290,අම්බාන
1291,අරලගන්විල
1292,අටරගල්ලෑව
1293,බඹරගස්වැව
1294,බරවර්ධන ඔය
1295,බෙලිගමුව
1296,දමන
1297,දඹුල්ල
1298,දම්මින්න
1299,දංකන්ද
1300,දෙල්විටේ
1301,දේවගිරිය
1302,දේවහුව
1303,දිවුල්දමන
1304,දුල්වල
1305,දුන්කොලවත්ත
1306,ඇල්කඩුව
1307,එරවුල හන්දිය
1308,එතනවල
1309,ගලේවෙල
1310,ගල්ඔය හන්දිය
1311,ගම්මඩුව
1312,ගන්ගල පුවක්පිටිය
1313,හසලක
1314,හත්තොට අමුණ
1315,ඉඹුල්ගොල්ල
1316,ඉනාමලුව
1317,ඊරියගොල්ල
1318,කයිකාවල
1319,කලන්දූව
1320,කන්ඩලම
1321,කවුඩුපැලැල්ල
1322,කිඹිස්ස
1323,කිවුල
1324,කෝන්ගහවෙල
1325,ලග්ගල පල්ලේගම
1326,ලෑලිඅඹේ
1327,ලෙනදොර
1328,ඉහළ හල්මිල්ලෑව
1329,ඉලුක්කුඹුර
1330,මාදිපොල
1331,මහවෙල
1332,මානවත්ත
1333,මාරක
1334,මාතලේ
1335,මේලිපිටිය
1336,මැටිහක්ක
1337,මිල්ලවාන
1338,මුවන්දෙණිය
1339,නාලන්ද
1340,නාඋල
1341,ඕපල්ගල
1342,පල්ලේපො
1343,පිඹුරත්තෑව
1344,පුලතිසිගම
1345,රණමුරේගම
1346,රත්තොට
1347,සැලගම
1348,සීගිරිය
1349,සිංහගම
1350,සුංගාවිග
1351,තලගොඩ හන්දිය
1352,තලකිරියාගම
1353,තමන්කඩුව
1354,උඩස්ගිරිය
1355,උඩතැන්න
1356,උකුවෙල
1357,වහකෝට්ටේ
1358,වලවෙල
1359,වැහිගල
1360,වෙලංගහවත්ත
1361,වේවැලවැව
1362,යටවත්ත
1363,අකුරැස්ස
1364,අලපලදෙණිය
1365,අපරැක්ක
1366,අතුරලීය
1367,බෙන්ගමුව
1368,බෝපගොඩ
1369,දම්පහල
1370,දීගල ලෙනම
1371,දෙයියන්දර
1372,දෙනගම
1373,දෙණිපිටිය
1374,දෙණියාය
1375,දෙරණගල
1376,දෙවිනුවර (දෙවුන්දර)
1377,දික්වැල්ල
1378,දියගහ
1379,දියලපේ
1380,ගන්දර
1381,ගොඩපිටිය
1382,ගොමිලමවරල
1383,හව්පෙ
1384,හොරපාවිට
1385,කළුබෝවිටියාන
1386,කඹුරුගමුව
1387,කඹුරුපිටිය
1388,කරන්ගොඩ උයන්ගොඩ
1389,කරපුටුල
1390,කරාතොට
1391,කෙකනදුර
1392,කිරිවැල්ගොඩ
1393,කිරිවැල්කැලේ
1394,කොලවෙනිගම
1395,කොටපොල
1396,ලංකාගම
1397,මාකඳුර
1398,මැලිදූව
1399,මාරඹ
1400,මාතර
1401,මැදිරිපිටිය
1402,මීඇල්ල
1403,මිරිස්ස
1404,මොරවක
1405,මුලටියාන හන්දිය
1406,නඩුගල
1407,නයිමන
1408,පලාතුව
1409,පරපමුල්ල
1410,පස්ගොඩ
1411,පෙනතියන
1412,පිටබැද්දර
1413,පුහුවැල්ල
1414,රඳාවෙල
1415,රන්සෑගොඩ
1416,රොටුඹ
1417,සුල්තානාගොඩ
1418,තෙලිජ්ජවෙල
1419,තිහාගොඩ
1420,ඌරුබොක්ක
1421,ඌරුගමුව
1422,උරුමුත්ත
1423,විහාරහේන
1424,වලකන්ද
1425,වලස්ගල
1426,වැරැල්ල
1427,වැලිගම
1428,විල්පිට
1429,යටියාන
1430,අයිවෙල
1431,බඩල්කුඹුර
1432,බදුලුවෙල
1433,බකිණිගහවෙල
1434,බලහරුව
1435,බිබිලේ
1436,බුද්ධගම
1437,බුත්තල
1438,දඹගල්ල
1439,දියකොබල
1440,දොඹගහවෙල
1441,ඇතිමලේවැව
1442,ඇත්තිලිවැව
1443,ගලබැද්ද
1444,ගමේවැල
1445,හම්බෙගමුව
1446,හිඟුරකඩුව
1447,හුලන්දාව
1448,ඉඟිනියාගල
1449,කන්දඋඩපංගුව
1450,කන්දවින්න
1451,කතරගම
1452,කොටගම
1453,කොටමුදුන
1454,කොටවෙහෙර මංකඩ
1455,කුඩාවැව
1456,කුඹුක්කන
1457,මරාවා
1458,මාරියරාව
1459,මැදගාන
1460,මැදවෙලගම
1461,මියනකඳුර
1462,මොණරාගල
1463,මොරටුවේගම
1464,නක්කල
1465,නමුණුකුල
1466,නන්නපුරව
1467,නෙල්ලියද්ද
1468,නිල්ගල
1469,ඔබ්බේගොඩ
1470,ඔක්කම්පිටිය
1471,පංගුරා
1472,පිටකුඹුර
1473,රන්දෙණිය
1474,රුවල්වෙල
1475,සෙල්ල කතරගම
1476,සියඹලාගුණේ
1477,සියඹලාණ්ඩුව
1478,සූරියරා
1479,තණමල්විල
1480,ඌව ගංගොඩගම
1481,ඌව කුඩාඔය
1482,ඌව පැල්වත්ත
1483,වරුණගම
1484,වෙඩිකුඹුර
1485,වෙහෙරයාය හඳපානාගල
1486,වැල්ලවාය
1487,විලාඔය
1488,යුදගනාව
1489,මුලතිව්
1490,ආගරපතන
1491,අඹතලාව
1492,අඹේවෙල
1493,බොගවන්තලාව
1494,බෝපත්තලාව
1495,දාගම්පිටිය
1496,ඩයගම බසාර්
1497,දික්ඔය
1498,දොරගල
1499,දුනුකෙදෙණිය
1500,එගොඩවෙල
1501,ඇකිරිය
1502,ඇලමුල්ල
1503,ගිනිගතැන
1504,ගෝනකැලේ
1505,හග්ගල
1506,හාල්ගරනඔය
1507,හඟරාපිටිය
1508,හපුගස්තලාව
1509,හරස්බැද්ද
1510,හැටන්
1511,හේවාහැට
1512,හිටිගේගම
1513,ජංගුල්ල
1514,කලගන්වත්ත
1515,කඳපොල
1516,කරඳගොල්ල
1517,කීර්තිබණ්ඩාරපුර
1518,කිරිබත්කුඹුර
1519,කොටියාගල
1520,කොත්මලේ
1521,කොට්ටැල්ලෙන
1522,කුඹල්ගමුව
1523,කුඹුක්වෙල
1524,කුරුපනාවෙල
1525,ලබුකැලේ
1526,ලක්ෂපාන
1527,ලිඳුල
1528,මඩුල්ල
1529,මන්දාරම් නුවර
1530,මස්කෙළිය
1531,මස්වෙල
1532,මතුරට
1533,මීපනාව
1534,මීපිලිමාන
1535,මොරහේනගම
1536,මුන්වත්ත
1537,නයපාන ජනපදය
1538,නිල්දණ්ඩාහින්න
1539,නිශ්ශංක උයන
1540,නෝවුඩ්
1541,නුවරඑළිය
1542,පදියපැලැල්ල
1543,පල්ලෙබෝවල
1544,පන්විල
1545,පිටවල
1546,පුණ්ඩළුඔය
1547,රම්බොඩ
1548,රිකිල්ලගස්කඩ
1549,රොසැල්ල
1550,රූපහ
1551,රුවන්එළිය
1552,ශාන්තිපුර
1553,තලවකැලේ
1554,තවලන්තැන්න
1555,තෙරිපේහා
1556,උඩමාදුර
1557,උඩපුස්සල්ලාව
1558,ඌව දීගල්ල
1559,ඌව උඩුවර
1560,ඌව-පරණගම
1561,වලපනේ
1562,වටවල
1563,විදුලිපුර
1564,විජේබාහුකන්ද
1565,අත්තනගඩවල
1566,බකමූණ
1567,දියබෙදුම
1568,ඇලහැර
1569,ගිරිතලේ
1570,හිඟුරක්දමන
1571,හිඟුරක්ගොඩ
1572,ජයන්තිපුර
1573,කාලිංගඇල
1574,ලක්ෂඋයන
1575,මන්කෙමි
1576,මින්නේරිය
1577,ඕනගම
1578,ඔරුබැඳි සියඹලාව
1579,පලුගස්දමන
1580,පනිචංකෙමි
1581,පොළොන්නරුව
1582,තල්පොත
1583,තඹල
1584,උණගලවෙහෙර
1585,විජයබාපුර
1586,අඩිප්පල
1587,අළුත්ගම
1588,අළුත්වැව
1589,අඹකඳවිල
1590,ආනමඩුව
1591,අඬිගම
1592,අඟුණවිල
1593,අත්තවිල්ලුව
1594,බංගදෙණිය
1595,බරණන්කට්ටුව
1596,බත්තුලුඔය
1597,බුජ්ජම්පොල
1598,හලාවත
1599,දලුකන
1600,දංකොටුව
1601,දේවගල
1602,දුම්මලසූරිය
1603,දුන්කන්නාව
1604,එළුවන්කුලම
1605,ඇත්තලේ
1606,ගලමුන
1607,ගල්මුරුව
1608,හංසයාපාලම
1609,ඉහළ කොට්ටාරමුල්ල
1610,ඉලිප්පදෙණිය
1611,ඉඟිනිමිටිය
1612,ඉස්මයිල්පුරම්
1613,ජයසිරිපුර
1614,කාක්කපල්ලිය
1615,කල්කුඩා
1616,කල්අඩිය
1617,කන්දකුලිය
1618,කරතිව්
1619,කරවිටාගාර
1620,කරුවලගස්වැව
1621,කටුනේරිය
1622,කොස්වත්ත
1623,කොට්ටන්තිව්
1624,කෝට්ටපිටිය
1625,කොට්ටුකච්චිය
1626,කුමාරකට්ටුව
1627,කුරින්ජන්පිටිය
1628,කුරුකැටියාව
1629,ලුණුවිල
1630,මාදම්පේ
1631,මදුරන්කුලිය
1632,මහකුඹුක්කඩවල
1633,මහඋස්වැව
1634,මාම්පිටිය
1635,මාම්පුරි
1636,මංගලඑළිය
1637,මාරවිල
1638,මුදලක්කුලිය
1639,මුගුණුවටවන
1640,මුක්කුතොඩුවාව
1641,මුන්ඩෙල්
1642,මුට්ටිබැඳිවිල
1643,නයිනමඩම
1644,නල්ලදරන්කට්ටුව
1645,නාත්තණ්ඩිය
1646,නවගත්තේගම
1647,නෙළුම්වැව
1648,නොරච්චෝලේ
1649,පල්ලම
1650,පල්ලිවාසල්තුරෙයි
1651,පනිරෙන්දව
1652,පරාක්‍රමසමුද්‍රය
1653,පොතුවටවන
1654,පුත්තලම
1655,පුත්තලම සිමෙන්ති කම්හල
1656,රජකදළුව
1657,සාලියවැව හන්දිය
1658,සේරුකැලේ
1659,සියඹලාගස්හේනේ
1660,තබ්බෝව
1661,තලවිල පල්ලිය
1662,තොඩුවාව
1663,උඩප්පුව
1664,උරිද්යාව
1665,වනාතවිල්ලුව
1666,වයික්කාල
1667,වතුගහමුල්ල
1668,වෙන්නප්පුව
1669,විජයකටුපොත
1670,විල්පොත
1671,යෝඩඇල
1672,යෝගියානා
1673,අකරැල්ල
1674,අමුනුමුල්ල
1675,අටකලන්පන්න
1676,අයගම
1677,බලන්ගොඩ
1678,බටතොට
1679,බෙරලපනතර
1680,බෝගහකුඹුර
1681,බොල්තුඹෙ
1682,බොම්ලුවගෙයින
1683,බෝවලගම
1684,බුලුතොට
1685,දඹුලුවාන
1686,දවුගල
1687,දෙල
1688,දෙල්වල
1689,දොඩම්පෙ
1690,දොලොස්වලකන්ද
1691,දුම්බර මනන
1692,ඇහැළියගොඩ
1693,එකමුතුගම
1694,ඇලපාත
1695,ඇල්ලගාව
1696,ඇල්ලඋල
1697,ඇල්ලවල
1698,ඇඹිලිපිටිය
1699,එරත්න
1700,එරෙපොල
1701,ගබ්බෙල
1702,ගන්ගෙයාය
1703,ගවරගිරිය
1704,ගිලීමලේ
1705,ගොඩකවැල
1706,ගුරුබෙවිලගම
1707,හල්වින්න
1708,හඳගිරිය
1709,හටංගල
1710,තරබාගේ
1711,හේවානකුඹුර
1712,හිදැල්ලන
1713,හිරමඩගම
1714,හොරේවෙලගොඩ
1715,ඉත්තකන්ද
1716,කහන්ගම
1717,කහවත්ත
1718,කලවාන
1719,කල්තොට
1720,කළුබුළුලන්ද
1721,කනන්කේ බසාර්
1722,කන්දෙපුහුල්පොල
1723,කරඳන
1724,කරංගොඩ
1725,කෑල්ල හන්දිය
1726,කැප්පෙටිපොළ
1727,කිරිඇල්ල
1728,කිරිඉබ්බන්වැව
1729,කොළඹගේ ආර
1730,කොළඹගම
1731,කොළොන්න
1732,කුඩාව
1733,කුරුවිට
1734,ලෙල්ලොපිටිය
1735,ඉමදූව
1736,ඉඹුල්පේ
1737,මහගම ජනපදය
1738,මහාවලතැන්න
1739,මාකඳුර
1740,මල්වල හන්දිය
1741,මල්වත්ත
1742,මතුවාගලගම
1743,මැදගලතුරේ
1744,මැද්දෙකන්ද
1745,මිණිපුර දුම්බර
1746,මිටිපොල
1747,මොරගල කිරිල්ලපොන
1748,මොරහැල
1749,මුල්ඇඩියාවල
1750,මුල්ගම
1751,නාවලකන්ද
1752,නාවින්නපින්නකන්ඳ
1753,නිරලගම
1754,නිවිතිගල
1755,ඕමල්පේ
1756,ඕපනායක
1757,පදලංගල
1758,පල්ලෙබැද්ද
1759,පල්ලෙකන්ද
1760,පඹගොල්ල
1761,පණාමුර
1762,පනාපොළ
1763,පරගල
1764,පරකඩුව
1765,පෙබොටුව
1766,පැල්මඩුල්ල
1767,පින්නවල
1768,පොත්දෙණිය
1769,රජවක
1770,රන්වල
1771,රාස්සගල
1772,රත්ගම
1773,රත්න හංගමුව
1774,රත්නපුර
1775,සෙවණගල
1776,ශ්‍රී පලාබද්දල
1777,සුදාගල
1778,තලකොළහින්න
1779,තන්ජන්තැන්න
1780,තෙප්පනාව
1781,තුංකම
1782,උඩකරවිට
1783,උඩනිරිඇල්ල
1784,උඩවලවේ
1785,උල්ලිඳුවාව
1786,වැද්දාගල
1787,විජේරිය
1788,වලේබොඩ
1789,වටාපොත
1790,වටුරාව
1791,වැලිගෙපොල
1792,වැලිපතයාය
1793,විකිලිය
1794,අග්බෝපුර
1795,බක්මීගම
1796,චීන වරාය
1797,දෙහිවත්ත
1798,එච්චිලම්පට්ටෙයි
1799,ගල්මැටියාව
1800,ගෝමරන්කඩවල
1801,කඩ්ඩයිපරිච්චන්
1802,කල්ලාර්
1803,කන්නියා
1804,කන්තලේ
1805,කන්තලේ සීනි කර්මාන්ත ශාලාව
1806,කිලිවෙද්දී
1807,කින්නියා
1808,කුච්චවේලි
1809,කුඹුරුපිද්දී
1810,කුරින්චකෙමි
1811,ලංකාපටුන
1812,මහදිවුල්වැව
1813,මහරුගිරමං
1814,මල්ලිකතිව්
1815,මාවඩ්චේන
1816,මුල්ලිපොතන
1817,මුතුර්
1818,නීලපොල
1819,නිලාවැලි
1820,පන්කුලම්
1821,පුල්මුඩේ
1822,රොට්ටවැව
1823,සම්පල්ටිවූ
1824,සාම්පූර්
1825,සේනුවර
1826,සේරුවිල
1827,සිරජ්නගර්
1828,සෝමපුර
1829,තම්පලකාමම්
1830,තුරෛනීලාවනයි
1831,තිරියයි
1832,තොප්පුර්
1833,තිරිකුණාමලය
1834,වනෙල
1835,වව්නියාව
1836,කොළඹ 1
1837,කොළඹ 3
1838,කොළඹ 4
1839,කොළඹ 5
1840,කොළඹ 7
1841,කොළඹ 9
1842,කොළඹ 10
1843,කොළඹ 11
1844,කොළඹ 12
1845,කොළඹ 14
1846,කොළඹ ලේකම්
1847,මෙල්ල වීදිය
1848,රයිෆල් වීදිය
1849,මැණික් සහ ස්වර්ණාභරණ
1850,ටොරින්ටන් චතුරශ්‍රය
1851,කොළඹ ජාතික කෞතුකාගාරය
1852,කොළඹ කම්කරු අංශය
1853,පොල්හේන්ගොඩ
1854,ඇන්ඩර්සන් ප්ලැට්ස්
1855,කැප්පෙටිපොළ මාවත
1856,නාරාහේන්පිට
1857,කිරුළපන
1858,කොළඹ විශ්වවිද්‍යාලය
1859,කොළඹ මහ රෝහල
1860,ගෝතමී පාර
1861,වනාතමුල්ල
1862,බේස්ලයින් පාර
1863,කෝපියාවත්ත
1864,මාලිගාවත්ත
1865,පංචිකාවත්ත
1866,සරසවිපාය
1867,මාලිගාකන්ද
1868,වුල්ෆෙන්ඩල් වීදිය
1869,පිටකොටුව බස් නැවතුම
1870,කොළඹ කච්චේරිය
1871,ආමර් වීදිය
1872,ශාන්ත අන්තෝනි
1873,මිරානියා වීදිය
1874,වාසල පාර
1875,නාගලගම් වීදිය
1876,අලුත් මාවත පාර
1877,මුට්වාල් දකුණ
1878,බැද්දගාන
1879,මාදිවෙල
1880,ශ්‍රී පැරකුම්පුර
1881,මිරිහාන උතුර
1882,නාවල-කොස්වත්ත
1883,නාවල
1884,රාජගිරිය
1885,ශ්‍රී ලංකා පාර්ලිමේන්තුව
1886,ඔබේසේකරපුර
1887,කලපලුවාව
1888,තලංගම උතුර
1889,තලංගම දකුණ
1890,ජයවර්ධනගම
1891,ඉසුරුපාය
1892,සෙත්සිරිපාය
1893,මාලබේ
1894,ඔරුවල
1895,පනාගොඩ යුද හමුදා කඳවුර
1896,මාගම්මන-දොලේකඩේ
1897,හෝමාගම නගරය
1898,ගොඩගම හන්දිය
1899,පනාගොඩ
1900,ගලවිලවත්ත
1901,කොට්ටාව
1902,පැලැන්වත්ත
1903,බටහිර ඇරැව්වල
1904,කොට්ටාව උතුර
1905,රුක්මලේ-පන්නිපිටිය
1906,මලපල්ල
1907,මත්තේගොඩ
1908,මිරිහාන
1909,උඩහමුල්ල
1910,කොහුවල
1911,පමුණුව - පතිරගොඩ
1912,සුදනපුර
1913,නාවින්න
1914,විද්‍යෝදය විශ්වවිද්‍යාලය
1915,පැපිලියාන
1916,කටුවාවල
1917,සුවරාපොල
1918,ගොරකපිටිය
1919,මාකන්දන
1920,කැස්බෑව
1921,බෝකුන්දර
1922,කහතුඩුව
1923,රත්මලාන උතුර
1924,සිරිමල් උයන
1925,රත්මලාන
1926,කොරලවැල්ල
1927,එගොඩඋයන උතුර
1928,එගොඩඋයන දකුණ
1929,ඉඳිබැද්ද
1930,මොරටුමුල්ල
1931,රාවතාවත්ත
1932,විල්ලෝරවත්ත
1933,ලුනාව
1934,ලක්ෂපතිය
1935,අඟුලාන
1936,කල්දෙමුල්ල
1937,කටුබැද්ද
1938,ලියනවල
1939,පෝරේගෙදර
1940,දම්පේ
1941,මලගල
1942,මීපේ හන්දිය
1943,පින්නවල-වග
1944,අංගම්පිටිය
1945,අරුක්වතුපුර
1946,කඳානපිටිය
1947,ගුරුලනා
1948,උඩුගම්කන්ද
1949,වත්තල
1950,බුල්නෑව
1951,කැබිතිගොල්ලෑව
1952,මාඩිපොල
1953,කරතොට
1954,ගඟුලන්දෙනිය
1955,ඉදල්ගස්හින්න
1956,අල්ලයිපිඩ්ඩි
1957,අල්ලවෙඩ්ඩි
1958,අල්වායි
1959,ආනයිකොඩ්ඩෙයි
1960,අනලතිව්
1961,අරලි
1962,අච්චුවේලි
1963,චංකානයි
1964,චාවකච්චේරි
1965,චුල්ලිපුරම්
1966,චුන්ඩිකුලි
1967,චුන්නාකම්
1968,ඩෙල්ෆ්ට් බටහිර
1969,ඩෙල්ෆ්ට්
1970,එළුවතිව්
1971,ඊරියාලයි
1972,ඉලවාලෙයි
1973,කන්කසන්තුරේ
1974,කරෙයිනගර්
1975,කරවෙඩ්ඩි
1976,කයිට්ස්
1977,කොඩිකාමම්
1978,කොකුවිල්
1979,කොන්ඩාවිල්
1980,කෝපායි
1981,කුඩාතනයි
1982,මල්ලාකම්
1983,මණ්ඩතිව්
1984,මනිපායි
1985,මාතගල්
1986,මීසාලෙයි
1987,මහියම්පති
1988,මිරුසුවිල්
1989,නාගර්කෝවිල්
1990,නාගේන්ද්‍රමඩම්
1991,නයිනතිව්
1992,නොරිස්සුම් සහගතයි
1993,පණ්ඩතෙරිප්පු
1994,පේදුරුතුඩුව
1995,පුලෝලි
1996,පුංගුඩුතිව්
1997,පුත්තූර්
1998,සන්දිලිපායි
1999,සංගරති
2000,සිතන්කර්නි
2001,සිවන්කෝවිලඩි
2002,තෙල්ලිප්පල්ලයි
2003,තොණ්ඩමනාරු
2004,උරුම්පිරායි
2005,වඩ්ඩුකොඩ්ඩෙයි
2006,වැල්වැටිතුරෙයි
2007,වරනි
2008,වාසවිලාන්
2009,වේලනයි
2010,ගුරුනගර්
2011,කයිතඩි
2012,නල්ලුර්
2013,තිරුනෙල්වේලි
2014,වන්නර්පොන්නයි
2015,අක්කරායන්කුලම්
2016,අලියාවලයි
2017,චෙම්පියන්පත්තුව
2018,අලිමංකඩ
2019,එළුතුමද්දුවල්
2020,ඉරණතිව්
2021,අයියකච්චි
2022,කවුතාරිමුනේ
2023,කොනාවිල්
2024,මුල්ලියන්
2025,මුරසුමෝඩයි
2026,පල්ලවරායන්කඩ්ඩු
2027,පරන්තන්
2028,පුලියම්පොක්කනයි
2029,පුනකාරි-නල්ලූර්
2030,රාමනාතපුරම්
2031,සිවපුරම්
2032,ස්කන්තපුරම්
2033,තලෙයියඩි
2034,තර්මපුරම්
2035,උරුතිරපුරම්
2036,වඩ්ඩකච්චි
2037,වන්නෙරික්කුලම්
2038,වෙරාවිල්
2039,විනයාගපුරම්
2040,අම්බල්නගර්
2041,චෙඩ්ඩියාකුරිච්චි
2042,චුන්ඩිකුලම්
2043,කල්මඩුනගර්
2044,කරඩිපොක්කු
2045,කිලේ
2046,කුංචුපරන්තන්
2047,මුහමාලේ
2048,පලෙයි
2049,සිවනගර්
2050,සෝරන්පත්තුව
2051,තිරුනගර්
2052,තිරුවයිආරු
2053,අලම්පිල්
2054,කරුප්පද්දමුරිප්පු
2055,මාන්කුලම්
2056,මුල්ලිවයික්කාල්
2057,මුල්ලියාවලයි
2058,මුත්තයියන්කඩ්ඩුකුලම්
2059,නද්දන්කන්ඩාල්
2060,ඔඩ්ඩුසුඩාන්
2061,පුදුක්කුඩිඉරිප්පු
2062,පුත්තුවෙද්දුවන්
2063,තුනුක්කායි
2064,උදයාර්කඩ්ඩු
2065,වව්නක්කුලම්
2066,විශ්වමඩුකුලම්
2067,යෝගපුරම්
2068,අම්පලවන්පොක්කනයි
2069,අනන්තපුරම්
2070,ඇතාවැටුණුවැව
2071,කොක්කිලායි
2072,කොක්කුතුඔඩුවායි
2073,කුමුලමුනෙයි
2074,මුලතිව්
2075,මුරුකන්ඩි
2076,වැලිඔය
2077,නෙඩුන්කේනි
2078,නෙරියකුලම්
2079,අලගල්ල
2080,ආණ්ඩියපුලියන්කුලම්
2081,ආසිකුලම්
2082,චෙඩ්ඩිකුලම්
2083,චෙමාමඩුකුලම්
2084,ඉරණයි ලුප්පයිකුලම්
2085,කල්මඩු
2086,ඉරට්ට පෙරියකුලම
2087,කනගරායන්කුලම්
2088,කන්නඩ්ඩි
2089,කැල බෝගස්වැව
2090,කෝවිල්කුලම්
2091,මඩුකන්ද
2092,මහාකච්චකොඩිය
2093,මාමඩුව
2094,මරදම්මඩුව
2095,මරයඩිතකුලම්
2096,මරුතෝඩෙයි
2097,මතවුවයිතකුලම්
2098,නයිනමඩු
2099,නෙලුක්කුලම්
2100,නොච්චිමොඩෙයි
2101,ඕමන්තයි
2102,පලාමොඩෙයි
2103,පම්පයිමඩු
2104,පාවක්කුලම ඒකකය 1
2105,පාවක්කුලම ඒකකය 2
2106,පෙරියතම්බානෙයි
2107,පෙරිය උළුක්කුලම
2108,පූවරසන්කුලම්
2109,පුලියන්කුලම
2110,සතිරිකුලන්කුලම්
2111,සින්නසිප්පිකුලම්
2112,තාණ්ඩිකුලම්
2113,වාරික්කුට්ටියූර්
2114,ආන්දන්කුලම්
2115,අඩම්පන්
2116,අරිප්පු
2117,ඇතිමොට්ටෙයි
2118,චිලාවතුරෙයි
2119,එරුක්කලම්පිඩ්ඩි
2120,ඉලුප්පයිකඩවයි
2121,කරිසල්
2122,කොක්කුපාදයන්
2123,මඩු පල්ලිය
2124,මඩු පාර
2125,මරිච්චිකඩ්ඩි
2126,මුල්ලිකුලම්
2127,මුරුන්කන්
2128,නානත්තන්
2129,පාලම්පිඩ්ඩි
2130,පල්ලිමුනෙයි
