Index,Sinhala Comment
1,මහමැතිවරණයෙන් පස්සේ කට්ටිය කො
2,මේක හදපු එකාට රාජ්ය සම්මාන දෙන්න ඕනා
3,තවත් බලනවා
4,හම්මෝ ඒක
5,අම්මෝ පට්ට ඕයි
6,දීලා ඇඩෙන්නම
7,ඒකනම් පහර ඕයි
8,එල ඕයි
